lstm_model_index,meta_importance
0,0.047332745543343095
1,0.04917527868584969
2,0.06758379868323838
3,0.08898200331251906
4,0.04934093931450314
5,0.07243410770317182
6,0.1057466464027507
7,0.05966602257951488
8,0.06642764300431252
9,0.054003736000445605
10,0.05101663466493209
11,0.06763129515459801
12,0.04691450854139855
13,0.05593330387060558
14,0.06141281520414646
15,0.05639852133467058
